Nitrogen Content,Phosphorous Content,Potassium Content,temperature,humidity,ph,rainfall,label
0.6428571428571429,0.2642857142857143,0.14736842105263157,0.3639185850232346,0.831410803152474,0.5010008956628768,Extremely Heavy Rain,rice
0.6071428571428571,0.37857142857142856,0.1368421052631579,0.3908098221546587,0.8095153780597317,0.6800053735691484,Extremely Heavy Rain,rice
0.42857142857142855,0.35714285714285715,0.15263157894736842,0.42806484457649735,0.8355479033524107,0.9483261582657281,Extremely Heavy Rain,rice
0.5285714285714286,0.21428571428571427,0.13157894736842105,0.5333282274223722,0.8074172701792414,0.6607051841745532,Extremely Heavy Rain,rice
0.5571428571428572,0.2642857142857143,0.14210526315789473,0.3412887120219865,0.8262349004829699,0.8774971629246893,Extremely Heavy Rain,rice
0.4928571428571429,0.22857142857142856,0.14210526315789473,0.42968274144958063,0.8491989447696536,0.6918329867706383,Extremely Heavy Rain,rice
0.4928571428571429,0.35714285714285715,0.12105263157894737,0.41913988834788385,0.8396932300443751,0.23265708640200833,Extremely Heavy Rain,rice
0.6714285714285714,0.34285714285714286,0.13157894736842105,0.3457438905219194,0.8430062575983653,0.2386187047085765,Extremely Heavy Rain,rice
0.6357142857142857,0.35,0.12105263157894737,0.47369544274960823,0.8513467097682536,0.5620040427012285,Extremely Heavy Rain,rice
0.4857142857142857,0.37857142857142856,0.12105263157894737,0.4346921073611173,0.8448163371780685,0.4452260581922187,Extremely Heavy Rain,rice
0.65,0.34285714285714286,0.13157894736842105,0.5344192759073487,0.823797869898992,0.1274049343726323,Extremely Heavy Rain,rice
0.6428571428571429,0.29285714285714287,0.14210526315789473,0.45748619926931655,0.8242281746099178,0.835468633613222,Extremely Heavy Rain,rice
0.5571428571428572,0.37857142857142856,0.15263157894736842,0.5426782214612469,0.8168941283733498,0.034580771704622565,Extremely Heavy Rain,rice
0.6642857142857143,0.36428571428571427,0.11052631578947368,0.45857287828063553,0.8321149481745604,0.6620274532997064,Extremely Heavy Rain,rice
0.6714285714285714,0.32142857142857145,0.11578947368421053,0.5084136745998773,0.8139931536637441,0.6498731200289714,Extremely Heavy Rain,rice
0.42857142857142855,0.30714285714285716,0.12631578947368421,0.4666373069314247,0.8092631571210446,0.6814112565622593,Extremely Heavy Rain,rice
0.6071428571428571,0.2357142857142857,0.1368421052631579,0.3852745742534937,0.8416310076449416,0.41605509735516294,Extremely Heavy Rain,rice
0.65,0.21428571428571427,0.12631578947368421,0.4518990635288235,0.8107972247996726,0.6575134939772797,Extremely Heavy Rain,rice
0.55,0.2357142857142857,0.11052631578947368,0.3936716027829851,0.8078587712034467,0.3173329150114321,Extremely Heavy Rain,rice
0.6285714285714286,0.21428571428571427,0.13157894736842105,0.44542370131603565,0.8520282096593765,0.28388067879917256,Extremely Heavy Rain,rice
0.6357142857142857,0.2857142857142857,0.11052631578947368,0.3773623583444918,0.8115333302968194,0.4807592173866667,Extremely Heavy Rain,rice
0.5428571428571428,0.25,0.14736842105263157,0.49306491371353817,0.8459078931644238,0.021699767877374574,Extremely Heavy Rain,rice
0.4785714285714286,0.38571428571428573,0.1368421052631579,0.39615975280733334,0.8180258285272314,0.3369689136736665,Extremely Heavy Rain,rice
